Applicant.ID,Position.Name,Employer.Name,City,State.Name,State.Code,Start.Date,End.Date,Job.Description,Salary,Can.Contact.Employer,Created.At,Updated.At
14115,Physical Therapist Assistant,Middle Georgia Orthopedic,warner robins,Georgia,GA,40179,41670,"Assist in functional training for injured patients
Maximize mobility strength training  
Help establish  a wellness plan for each patient
Relieve pain and increase circulation with therapeutic techniques",NA,FALSE,2015-02-11 20:44:49 UTC,2015-02-11 20:48:36 UTC
14115,Route Driver,Little Debbie,warber robins,Georgia,GA,38353,40209,"Little Debbie, Warner Robins, Ga
Responsible for keeping clients stocked with products
Record keeping and time management
Maintain effective client relations",NA,FALSE,2015-02-11 20:44:49 UTC,2015-02-11 20:48:36 UTC
14121,Care Giver,Gardens of Roswell,Alpharetta,Georgia,GA,41665,,"I take care of and assist elderly residents in the facility on a daily basis, I am responsible for bathing, dressing, assisting with feeding the residents as well as helping to give mental and emotional care to the residents.",10.5,TRUE,2015-02-11 22:24:58 UTC,2015-02-11 22:24:58 UTC
14121,Customer Service Rep/Sales,Sitel,Asheville,North Carolina,NC,40770,41628,"I was responsible for answering incoming calls from customers from different states about their bank accounts. Keying in personal information for different customers, closing and opening new accounts per the request of customers. I was also responsible for assisting customers with any other financial problems or issues they may have been having with their bank accounts.",8.75,TRUE,2015-02-11 22:24:58 UTC,2015-02-11 22:24:58 UTC
14121,Specimen Processor/Data Entry Op,Quest Diagnostics,Tucker,Georgia,GA,36661,40761,"Keying in client information into the computer system, processing and pouring off medical specimens into specified vials and sending the specimens to the correct departments as requested. Correctly keying in test codes ordered by the physicians in a timely manner.",9.75,TRUE,2015-02-11 22:24:58 UTC,2015-02-11 22:24:58 UTC
14122,Cashier,Travel Centers Of America,Montgomery,New York,NY,NA,NA,NA,NA,NA,2015-02-11 22:13:08 UTC,2015-02-11 22:13:08 UTC
14122,Cashier,Travel Centers Of America,Montgomery,New York,NY,NA,NA,NA,NA,NA,2015-02-11 22:13:08 UTC,2015-02-11 22:13:08 UTC
14123,Social Worker,St. Dominic's Home,,,,41852,,"Provide casework services to children and adolescents in foster care and to their biological families. 
Determine and achieve the goal of permanent placement for children in a healthy and nurturing environment. 
Advocate for children and families through ongoing case assessments as well as use of evidence-based models to engage parents and enable change.",NA,NA,2015-02-11 22:49:00 UTC,2015-02-11 22:49:00 UTC
14123,Children's Corps Member - Case Planner,Fostering Change for Children,,,,41821,,"• Fulfilled the two year commitment as a Corps member in Children’s Corps, a program designed to 
strengthen the child welfare system and improve outcomes for vulnerable children by building a 
workforce of highly skilled and dedicated workers who have the potential to become leaders in the field of child welfare 
• Demonstrated a high level of professional and personal skills to be selected as a Corps member among hundreds of applicants 
• Participated in and completed the five-week intensive pre-service Children’s Corps Training Academy at Columbia School for Social Work. 
• Attended monthly trainings and professional development opportunities facilitated by current leaders in child welfare",NA,NA,2015-02-11 22:49:00 UTC,2015-02-11 22:49:00 UTC
14123,Think Safe Intern,Connecticut College,New London,Connecticut,CT,41487,41790,"•	Advocate against sexual assault and domestic violence on campus by becoming a peer educator. 
•	Host on campus events on issues regarding gender, masculinity, rape culture, sexism, healthy relationships or other related topics and discuss the relevance to Connecticut College.
•	Participate in Safety Net meetings with other students to brainstorm how to make campus a safe environment.
•	Publicize our “Green Dot Training” sessions advocating for bystander awareness and preventative measure against sexual assault.",NA,NA,2015-02-11 22:49:00 UTC,2015-02-11 22:49:00 UTC
14123,Advocacy and Education Intern,Black Sash,,,,41395,41486,"•	 Complete detailed research analysis for various human rights fields including right to water and deductions in social grants. 
•	Advocate in local areas to educate on recent social issues that have been raised in the organisation, and gain feedback in communities on what problems they experience or what messages they have found helpful. 
•	Design flyers for community workers on social grants. Work closely with paralegals giving advice to those who call the Black Sash helpline.",NA,NA,2015-02-11 22:49:00 UTC,2015-02-11 22:49:00 UTC
14123,Camp Counselor,Lawrence Academy Summer Camps,,,,39234,41152,"•	Provide safe and comfortable environment for campers
•	Coordinate co-workers to create activities that are appropriate and captivating for children
•	Respond to health emergencies and CPR certified",NA,NA,2015-02-11 22:49:00 UTC,2015-02-11 22:49:00 UTC
14125,HR & Benefits Coordinator,Zenefits,,,,42036,,"We manage your benefits, payroll, and HR - so you don't have to.  No more paperwork.  No more headaches.  It's all done online and completely paperless. 

Best of all, we do it for free

Check out a video overview here:",NA,NA,2015-02-11 23:14:00 UTC,2015-02-11 23:14:00 UTC
14125,Sales Associate,State Farm,Bloomington,Illinois,IL,41730,42035,,NA,NA,2015-02-11 23:14:00 UTC,2015-02-11 23:14:00 UTC
14125,Marketing Intern,Thrive! Meetings & Events,,,,41365,41547,,NA,NA,2015-02-11 23:14:00 UTC,2015-02-11 23:14:00 UTC
14126,Shift Leader,Walgreens,Los Angeles,California,CA,41676,,"I assist and interact with customers. I am in charge of money handling up to $15,000 a day. I work on the sales floor stocking up products on the shelves. I work and train my employees on what needs to be done on a daily basis.",12.25,TRUE,2015-02-12 00:09:12 UTC,2015-02-12 00:09:12 UTC
14126,Sales Clerk,Walgreens,Los Angeles,California,CA,40686,41675,I was a cashier and would assist about 100 customers on a daily basis. I would also work on the sales floor and was in charge on the store's inventory. ,10,FALSE,2015-02-12 00:09:12 UTC,2015-02-12 00:15:05 UTC
14126,Assistant,Santa Monica College Human Resources,Santa Monica,California,CA,40126,40326,"I would assist all the employers in the office by making copies, faxing and creating pamphlets.",8,FALSE,2015-02-12 00:15:05 UTC,2015-02-12 00:15:05 UTC
14128,NA,Self-Employed,NA,NA,NA,NA,NA,NA,NA,NA,2015-02-12 00:21:11 UTC,2015-02-12 00:21:11 UTC
14132,Executive Assistant,Go Moment,Santa Monica,California,CA,41883,,"Managing the day-to-day operations of the office
Organizing and maintaining files and records
Planning and scheduling meetings and appointments
Managing projects and conducting research
Preparing and editing correspondence, reports, and presentations
Making travel and guest arrangements
Providing quality customer service
Working in a professional environment",NA,NA,2015-02-12 02:05:20 UTC,2015-02-12 02:05:20 UTC
14132,Marketing/ Executive and personal assistant,Burch properties,,,,41000,,"Marketing and Tv show development company. Interviewing talent, answering phones, scheduling, running the Facebook, twitter, and other social media outlets.",NA,NA,2015-02-12 02:05:20 UTC,2015-02-12 02:05:20 UTC
14132,Executive Assistant,Helm Investments,,,,41640,41943,"Scheduling, Client Follow-up, Client maintenance, Filing, answering phones, taking messages, ordering supplies, taking care of vendors, processing paperwork, opening IRA accounts, handling contributions, distributions, RMD's etc",NA,NA,2015-02-12 02:05:20 UTC,2015-02-12 02:05:20 UTC
14132,Bottle Service/ Bartender,The Federal Bar,Long Beach,California,CA,40544,41670,"Bottle service hostess, cocktail server and Bartender",NA,NA,2015-02-12 02:05:20 UTC,2015-02-12 02:05:20 UTC
14132,Marketing Coordnator,school Tech Supply,,,,40269,40482,"Right hand to CMO
Created Direct marketing mail outs
Newsletters
emails
Worked with salesmen 
Lead distribution",NA,NA,2015-02-12 02:05:20 UTC,2015-02-12 02:05:20 UTC
14132,Bartender/Head Server,Madbulls Tavern,,,,39356,39933,"Served Drinks
made cocktails",NA,NA,2015-02-12 02:05:20 UTC,2015-02-12 02:05:20 UTC
14134,Executive Chauffeur,Creative Marketing,Los Angeles,California,CA,41317,41923,Support top level executives.,21.63,TRUE,2015-02-12 03:02:05 UTC,2015-02-12 16:43:40 UTC
14134,Executive Chauffeur,Omninet Capital LLC,Beverly Hills,California,CA,40101,40675,Support top level executives,23,TRUE,2015-02-12 16:43:40 UTC,2015-02-12 16:43:40 UTC
14134,Executive Chauffeur,Bank of America,Los Angeles,California,CA,39153,39893,Support top level executives,24,FALSE,2015-02-12 16:43:40 UTC,2015-02-12 16:43:40 UTC
14134,Executive Chauffeur,Los Angeles Air Force Base (Sub Contracted),El Segundo,California,CA,37325,39156,Support upper level military officers,25,TRUE,2015-02-12 16:47:15 UTC,2015-02-12 16:47:15 UTC
14135,Personal Assistant,Owens Valley Water Company,West Hollywood,California,CA,41096,NA,Banking - Organized office - Driving to sites - errands,16,TRUE,2015-02-12 03:04:39 UTC,2015-02-12 03:04:39 UTC
14136,Sales Associate ,Atlanta Unique Auto Sales,Norcross,Georgia,GA,41731,41855,"Car sales, Customer support, Marketing.",10,TRUE,2015-02-12 04:26:04 UTC,2015-02-12 04:26:04 UTC
14136,Gym Assistant/ Personal Trainer,Hope Fitness Gym,Decatur ,Georgia,GA,41091,41810,"Customer service Daily cleaning, member registration, personal training",10,TRUE,2015-02-12 04:26:04 UTC,2015-02-12 04:26:04 UTC
14136,Warehouse Assistant,Cavalier Distributing,Blue Ash,Ohio,OH,40744,41049,"Order processing, locating product and entering payments, fork lift operator",10,TRUE,2015-02-12 04:26:04 UTC,2015-02-12 04:26:04 UTC
14136,Golf shop Assistant ,The Country Club of Spartanburg,Spartanburg,South Carolina,SC,40014,40744,"Assisted customers with club cleaning cart maintenance, and purchases",8,TRUE,2015-02-12 04:26:04 UTC,2015-02-12 04:26:04 UTC
14136,sales Assosciate,Finishline,Spartanburg,South Carolina,SC,39619,40379,"Sales, Customer Service, cash register, resolved telephone inquiries",7.5,TRUE,2015-02-12 04:26:04 UTC,2015-02-12 04:26:04 UTC
1414,None,None,None,NA,NA,NA,NA,None,NA,FALSE,2014-08-15 22:06:23 UTC,2014-08-15 22:06:23 UTC
14141,head manager,destiny extreme fashion,Lilburn,Georgia,GA,NA,NA,"I was the right hand for my boss and always carried out task like shipping , buying , hiring, advertising, etc
.",13.5,FALSE,2015-02-12 04:49:50 UTC,2015-02-12 04:49:50 UTC
14143,Chief Mentor / Speaker,European Innovation Academy,Sophia-Antipolis,,,41821,,"Part of the Chief Mentor Group assisting exceptional student entrepreneurs who are selected from around the world.  Program is based in Nice, France and comprises three intensive weeks of ideation, team formation, customer discovery, product development, UI design, growth hacking, and pitch preparation.",NA,NA,2015-02-12 05:25:21 UTC,2015-02-12 05:25:21 UTC
14143,"Advisory Board Member, CIE Leavy School of Business",Santa Clara University,Santa Clara,California,CA,41275,,Advise and provide feedback to the programs and ventures arising from the Center for Innovation and Entrepreneurship (CIE).,NA,NA,2015-02-12 05:25:21 UTC,2015-02-12 05:25:21 UTC
14143,Chief Executive Officer,Great Big Enterprises Inc,,,,39995,,,NA,NA,2015-02-12 05:25:21 UTC,2015-02-12 05:25:21 UTC
14143,Co-Owner,ELA Security,,,,39448,,"Innovative security project solutions, including installation, maintenance and unique information services.",NA,NA,2015-02-12 05:25:21 UTC,2015-02-12 05:25:21 UTC
14143,"Executive Director, Founder",The Strattica Group,,,,37408,,"The Strattica Group is an investment firm, specializing in the commercialization of emerging information, telecommunications and electronic technologies.

Strattica owns the exclusive IP for several electronic technologies, and actively explores innumerable investments for prudently injecting capital.",NA,NA,2015-02-12 05:25:21 UTC,2015-02-12 05:25:21 UTC
14143,Co-Owner (Significant Shareholder),Electro Acoustics Co.,Perth,,,38869,40268,,NA,NA,2015-02-12 05:25:21 UTC,2015-02-12 05:25:21 UTC
14143,Venture Capital Consultant,Selby Venture Partners,,,,39814,40056,"* Built & managed multi-variate Portfolio Forecast Model
* Built multi-variate models for new fund concepts 
* Deal screening & investigation
* Represented Selby Ventures at VC Roundtable & Industry Events
* Qualitative and quantitative input at Weekly Partner Meetings",NA,NA,2015-02-12 05:25:21 UTC,2015-02-12 05:25:21 UTC
14143,Senior Venture Analyst,NLV Group,,,,39356,39660,"NLV Group are a Private Equity backed Property Development Group with operations throughout Australia. 

* Assess and provide financial and commercial decisions on investments in projects, investments acquisitions, and joint venture arrangements

* Assess and conduct project feasibility analysis, including the development of financial models

* Develop draft concept papers for opportunities related to new products, services, and investment opportunities

* Deliver research and analysis support for merger, acquisition, and/or investment opportunities

* Provide support to the strategic planning process including the development of financial models and assisting the department heads with the corporate planning process",NA,NA,2015-02-12 05:25:21 UTC,2015-02-12 05:25:21 UTC
14143,"State Chair, ITEE","Engineers Australia; Information, Telecommunications and Electronic Engineers (ITEE)",,,,37591,39082,,NA,NA,2015-02-12 05:25:21 UTC,2015-02-12 05:25:21 UTC
14143,Director,Exact Steel Limited,,,,37803,38291,"* High level negotiation and advisory services.   
* Acquisition of technology rights via synthesis of strategic and commercial advisory, service model of product delivery, engineering solution of market gap, and the addressing of stakeholder needs.  
* Strategy formulation to create, win and influence a market under changing paradigms.
* Board collaboration for selection of high-profile COO and Engineering Manager, on tentative contracts.
* Collaboration with Investment Bankers and Management Consultants to assist the raising of private and public equity.",NA,NA,2015-02-12 05:25:21 UTC,2015-02-12 05:25:21 UTC
14143,Product Business Architect,ERG Group,,,,37165,37437,"*  Strategic Product Direction 
*  Technical and Commercial assessment of new and emerging technologies
*  Co-assessment of emerging commercial business opportunities
*  Establishing direction of product development and OpCo deployment, by inter-department coordination, collaboration and technical input. 
*  Business Modelling, including strategies for Shareholder Value Optimisation, Tradeshow Strategies, Product Life Cycle, Total Cost of Ownership, Strategic Resource Allocation and Decision Making
*  Communication and consultation with every aspect of Business Infrastructure, including Operating Companies, Bids and Marketing, Corporate, Projects, and Product Development.

Achievements:
*  Advocated new movement for Common, Modular Hardware, Open Standards
*  Drove quantitative approach to capital allocation based on Total Cost of Ownership 
*  Initiated innovative method to integrate bids and product requirements back to Product Development Leaders, Managers and Architects.
*  Proposed company-wide ERP Integration approach by modelling a detailed and dynamic 15 year cash flow plan for the entire group of companies.",NA,NA,2015-02-12 05:25:21 UTC,2015-02-12 05:25:21 UTC
14143,Product Engineering Manager,ERG Group,,,,36982,37195,"*  Leading the direction of product development, primarily in terms of hardware/engineering with the underlying goal of developing innovative products that drive the market.
*  Responsible for communication with sales, marketing and bids teams on areas such as product direction, project resource allocations and market / contractual needs.  
*  Participation as a team leader, in the implementation of development projects.
*  Management of a cross-functional team, including Product Engineers, responsible for analysis, design and maintenance of innovative products and the controlled maintenance into obsolescence of existing products.  
*  Involvement in technical review and process improvement activities.
*  Establishing the processes and infrastructure required by the Product Group.

ACHIEVEMENTS:
*  Developed Business Case methodology for assessing pending technologies for commercial viability.  
*  Developed Total Mechanical Decoupling concept for modular adaptation.",NA,NA,2015-02-12 05:25:21 UTC,2015-02-12 05:25:21 UTC
14149,Technical Support,"Mainspring, LLC",Tulsa,Oklahoma,OK,41760,41851,"Coordinate and dispatch service delivery between technical team and clients;  call clients to schedule (and re-schedule) field tech visits and help desk support fulfillment; assign support tickets to our help desk team on a ConnectWise ticketing system; coordinate hardware/software purchased with the procurement team; follow up with clients regarding completion of service delivery; set expectations with clients regarding service fulfillment timing; coordinate with vendors for RMA, recycling, or dispatching.",16.37,FALSE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Sales Coordinator,H&H Staffing,Cumming,Georgia,GA,41456,41790,"Generate special sample, catalog, follow up and general business letters; confirm and input orders such as ribbons, inserts, and badge holders - Includes: Interacting with client and vendors as needed to finalize the order; 

Interact with vendors to discuss production, sample requests, shipping, vendor errors and other pertinent issues; investigate order discrepancies with vendors and other customer satisfaction; 

Provide sales and product expertise for overflow and bounced calls where immediate assistance is required and Sales Team is not immediately available, offering a seamless transaction to the sales process whenever possible; 

Provide support and assistance to fellow team members/departments, as needed, in order to meet company/team goals including but not limited to assisting with incoming queue calls; 

Complete any projects assigned by the Sales Manager including but not limited to weekly and monthly reports, data entry, prospect mailings and any other sales support functions that may arise, as staffing requirements and business evolution dictate; act as a primary customer resource for calls, e-mails, and voicemail.",12,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Administrative Assistant,Personnel One,Atlanta,Georgia,GA,41122,41729,"Answer general phone inquiries in a professional and courteous manner, direct phone inquiries to the appropriate staff member, reply to general information requests with the accurate information, use computer word processing, spreadsheet, and database software, use web-based training tools and databases;

Sort incoming mail, faxes, and deliveries for distribution, prepare and send outgoing faxes, mail, and packages, data entry and upkeep of the organization's databases, ensuring a high level of accuracy; 

Review all invoices for appropriate documentation and approval prior to payment, prioritize invoices according to payment terms, process check requests, audit and process credit card bills, match invoices to checks, obtain all signatures for checks and distribute checks accordingly, 1099 maintenance;

Respond to all vendor inquiries, reconcile vendor statements, research and correct discrepancies, maintain files and documentation thoroughly and accurately, in accordance with company policy and accepted accounting practices, process supply and event orders in a timely manner, research, edit and circulate e-newsletters;

Proficiency in the use of Microsoft Office Suite (Word, Outlook, Excel, Publisher), proficiency in the use of office equipment (fax, copier, phone, computer, postage machine);

Maintain positive working relationships with others, both internally and externally,excellent oral and written communication skills, anticipate, understand, and respond to the needs of District staff to meet or exceed their expectations;

Work cooperatively and effectively with others to set goals and meet them; ability to initiate and complete self-directed tasks when necessary	excellent time management skills; attention to detail; the capacity to prioritize by assessing situations to determine urgency; ability to move easily between tasks and readily shift focus.",12,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Solutions & Business Technology Advisor Coordinator,Apex Systems,Glen Allen,Virginia,VA,41518,41698,"Daily order entry of application up sells including mobile order, package renewals, package upgrades included but not limited to cloud computing; contracts maintenance and quality checking within CRM system and Siebel for all orders processed;

Weekly and monthly activity reporting; participate in ongoing training and coaching/feedback sessions with manager; effective, constructive daily communication with sales team; effective decision making on all aspects of the business; ensure timely and accurate completion of orders maintaining above-average SLAs; 

Ensure compliance of all Cbeyond policies and procedures; able to work closely with various organizations to execute order processing; main responsibility is to support the sales organization; liaison between facilities issues and office maintenance; 

Responsible for the coordination and administration of all sales related clerical functions, including but not limited to maintenance of office files, such as generating and receiving mail, visitors, and calls; 

Responsible for the requisition of supplies, printings, maintenance of office supplies and equipment for the branch, as well keeping track of market inventory; effective, constructive daily communication with sales team; conduct all business deals with honesty, integrity, and respect to customers.",12,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Customer Care Receptionist,Square 1 Art,Norcross,Georgia,GA,41122,41305,"Excelled in role requiring the ability to handle a variety of customer service and administrative tasks and resolve customer issues with expediency, demonstrated proficiency in telephone and front-desk reception within high-volume environment; 

Calmed upset/angry customers, researched and rapidly solved problems and rebuilt client trust to prevent the loss of key accounts, consistently praised by management for the quality and timeliness of reports, attention to detail, exemplary customer service delivery and team-player attitude.",11.35,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,General Manager,"Gold Buyers At the Mall, LLC",Alpharetta,Georgia,GA,40787,41121,"Examined, selected, and purchased favorable price merchandise consistent with quality, quantity, specification requirements and other factors;

Coordinated all store activities in a manner that maximized sales, profits, and customer satisfaction; ensured the store hits planned performance indicators, including: total buy dollars, buys/day, flyers/day, average price/pennyweight, average dollar/buy, and payroll;

Managed all company assets through daily inspections of previous days buys, including verification of weight, re-testing the gold, and ensuring the price/pennyweight paid within store range;",12,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Market Research Interviewer,Cunningham Field Service,Alpharetta,Georgia,GA,40603,40816,"Provided a brief introduction to the interviewee and it's subject; asked specific questions about interviewee attitudes to a particular product or issue;

Identified and reported and reported problems in obtaining valid data; compiled, recorded, and coded results or data from interview or survey, using computer or specified form;",8.5,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Merchandise Coordinator,TJX,Atlanta,Georgia,GA,39934,40633,"Greeted, interacted with and thanked customers on a regular basis; responsible for assisting in the daily operations of the store; maintained housekeeping standards of area, including ongoing recovery; 

Assisted the retail manager with customer service, customer orders, inventory selection, merchandise presentation, sales events, sales promotions and storeroom security;

Ensured that all customer merchandise issues are handled; communicated and negotiated with merchants and vendors; responsibile for floor merchandising.",11,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Receptionist,The Frazier Center,Atlanta,Georgia,GA,39904,39964,Externship,NA,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Executive Assistant,"Inpencil, Inc",Alpharetta,Georgia,GA,39356,39964,"Welcomed guests and customers by greeting them, in person or on the telephone; answering or directing inquires;

Produced information by transcribing, formatting, inputting, editing, retrieving, copying, and transmitting text, data, and graphics;

Conserved executive's time by reading, researching, and routing correspondence; drafting letters and documents; collecting and analyzing information; initiating telecommunications;",7.5,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Call Center Representative,Comcast Cable,Alpharetta,Georgia,GA,39114,39507,"Answered inquiries by clarifying desired information; researching, locating, and providing information; determined requirements by working with customers; resolved problems by clarifying issues; 

Researched and explored answers and alternative solutions; implemented solutions;  fullfilled requests by clarifying desired information; completed transactions; forwarded  requests;

Sold additional services by recognizing opportunities to up-sell accounts; explained new features;",12,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Medical Records Clerk,Kaiser Permanente,Oakland,California,CA,37377,39082,"Gathered patient information by collecting demographic information from a variety of sources;

Interacting with registration areas and physicians office; retrieving information from automated printer; maintained master patient index by completing assigned portion of daily audit trail;

Corrected and communicated problems according to established procedures; initiated the medical record by creating and processing the patient care record folder;

Maintained record availability by processing charts into the department; using chart mark-off procedures facilitating chart location activities;

Retrieved medical records by following chart-out procedures; documenting reasons charts cannot be retrieved for statistical and follow-up purposes;

Maintained quality results by following hospital standards; maintained continuity of work operations by documenting and communicating actions, irregularities, and continuing needs;

Serve and protected the hospital community by adhering to professional standards, hospital policies and procedures, federal, state, and local requirements, and HIPPA standards;",11.75,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Administrative Assistant,Office Team,Atlanta,Georgia,GA,37257,37407,Worked varioius short-term administrative/customer service oriented positions.,12,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Administrative Assistant,Randstad,Atlanta,Georgia,GA,37257,37407,"Worked various short-term projects with fortune 500 companies such as Apple, ADP, Verizon, Home Depot, Saks Fifth Ave, etc.",11,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Store Manager,Parade of Shoes,Alpharetta,Georgia,GA,36495,37256,Managed women's shoe boutique,9.75,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Guest Service Representative,Target,Alpharetta,Georgia,GA,35947,36525,Customer service,8,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Server,Steak n Shake,Alpharetta,Georgia,GA,35186,35976,Assisted all guests with their orders,2.13,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14149,Cashier,Burger King Corporation,Alpharetta,Georgia,GA,34851,35246,Assisted all guests with their orders,5,TRUE,2015-02-12 14:15:30 UTC,2015-02-12 14:22:08 UTC
14150,Chess Coach,"The Chess Guy, Inc",Marietta,Georgia,GA,NA,NA,"I teach the game of chess to elementary school children while helping them to develop important skills such as sportsmanship, problem solving, critical thinking, concentration and patience.",NA,TRUE,2015-02-12 14:49:06 UTC,2015-02-12 14:49:06 UTC
14150,Kompass Representative,"PL Marketing, Inc",Atlanta,Georgia,GA,NA,NA,"My job functions include:  reading and executing plans to complete section reset; keeping work area clean; working independently with little supervision while maintaining good relationship with store management team and staff; complying with the guidelines established for employees regarding timeliness, productivity, teamwork and communication.",NA,TRUE,2015-02-12 14:49:06 UTC,2015-02-12 14:49:06 UTC
14150,Sales Associate,"Forever 21, Inc",Lawrenceville,Georgia,GA,NA,NA,Provided customer services and used sales techniques; Arranged merchandise display and demonstrated goods/services; Successfully performed functions such as inventory using Microsoft Excel.,NA,TRUE,2015-02-12 14:49:06 UTC,2015-02-12 14:49:06 UTC
14150,Assistant Manager,KC Family Childcare,Stone Mountain,Georgia,GA,NA,NA,Assisted in care and educational development of toddlers and elementary school-age children; Safely transported students from location to location; Created and implemented lessons for elementary school-age children; Communicated with parents on a regular basis to ensure best care for their children.,NA,TRUE,2015-02-12 14:49:06 UTC,2015-02-12 14:49:06 UTC
14152,Event Planner,"That Special Day, Inc.",McDonough,Georgia,GA,38596,,"After carefully assessing the needs of the client, great care is taken and given to complete the required task to make sure that each event is handled proficiently and professionally. Creating detailed plans of the event to present an outstanding proposal to our clients for their approval.",25,FALSE,2015-02-12 15:06:21 UTC,2015-02-12 15:15:28 UTC
14152,Customer Service Representative,INTUIT,Atlanta,Georgia,GA,40544,41789,Assisted the customers with properly filing their taxes. Help amend their taxes and answered any tax questions that they had.,13,FALSE,2015-02-12 15:06:21 UTC,2015-02-12 15:15:28 UTC
14152,Emergency Roadside Assistant,"AAA Northern California, Nevada & Utah Insurance Exchange",Walnut Creek,California,CA,41183,41673,Provided roadside assistant to clients.,12.75,FALSE,2015-02-12 15:06:21 UTC,2015-02-12 15:15:28 UTC
14152,Certified Service Professional,Arise,Atlanta,Georgia,GA,40909,41243,customer service,12.75,FALSE,2015-02-12 15:06:21 UTC,2015-02-12 15:15:28 UTC
14153,Mechanic,NYCDOT,NA,NA,NA,33604,,NA,NA,NA,2015-03-08 12:49:56 UTC,2015-03-08 12:49:56 UTC
14153,Mechanic,MABSTOA,NA,NA,NA,30682,33604,NA,NA,NA,2015-03-08 12:49:56 UTC,2015-03-08 12:49:56 UTC
14154,sales floor,ross dress for less,atlanta,Georgia,GA,NA,NA,worked the register,NA,FALSE,2015-02-12 15:49:33 UTC,2015-02-12 15:49:33 UTC
14160,anodizer,george industries,los angeles,California,CA,NA,NA,"I anodized aluminum material, with a heavy machine that I controlled with a remote control",10,FALSE,2015-02-12 19:08:52 UTC,2015-02-12 19:08:52 UTC
14161,Product Process Technician,Agilent Technologies,Santa Clara,California,CA,,,"Key member of team working on the development of epitaxial structures for 850nm VCSELs. 
* Performed characterization of 1300 nm VCSELS and developed growth process. 
* Performed detailed observations, analyzed data and interpreted results with minimal   guidance.
* Documented process procedure specifications.
* Performed experimental analysis aimed at increasing efficiency of procedures.",NA,NA,2015-02-12 19:31:12 UTC,2015-02-12 19:31:12 UTC
14161,Product Process Support Technician,HP Labs,Palo Alto,California,CA,,,growth and characterization of  III-V epitaxial films for materials research and development device application by the  safe and independent operation of molecular beam epitaxy (MBE).,NA,NA,2015-02-12 19:31:12 UTC,2015-02-12 19:31:12 UTC
14161,Metallography Technician,Bloomenergy,Sunnyvale,California,CA,40299,41578,"Metallography of Fuel Cell components, sample preparation and analysis.",NA,NA,2015-02-12 19:31:12 UTC,2015-02-12 19:31:12 UTC
14161,Sales Support,CareMore Health Plan,Cerritos,California,CA,40210,40359,"Support the efforts of the Sales and Community Outreach Representatives
Spokesperson for the health plan.
Maintains planning and setting up of sales and social events.",NA,NA,2015-02-12 19:31:12 UTC,2015-02-12 19:31:12 UTC
14161,Volunteer/Temp,Project Hired,San Jose,California,CA,39600,39964,"Doing volunteer work at Project Hired, a nonprofit organization that helps people with all kinds of disabilites find jobs.
I am working  with the CEO on a temporary  basis acting as her Personal Assistant doing administrative work",NA,NA,2015-02-12 19:31:12 UTC,2015-02-12 19:31:12 UTC
14161,Member of Technical Staff,Infinera,Sunnyvale,California,CA,37469,38046,"Performed characterization of epi grown materials with the use of SEM and X-ray   diffraction
* Provided skill and technical training to operators and other technicians.
* Responsible for  sending out samples for SIMS analysis
* Worked with vendors and outside sales representatives
* Heavily involved with the research and development group on research projects and   assignments",NA,NA,2015-02-12 19:31:12 UTC,2015-02-12 19:31:12 UTC
14166,Nail Technician,Marietta Aesthetic Center,Marietta,Georgia,GA,,,NA,NA,NA,2015-02-12 20:33:21 UTC,2015-02-12 20:33:21 UTC
14166,Manager,pawnshop,Duluth,Georgia,GA,,,NA,NA,NA,2015-02-12 20:33:21 UTC,2015-02-12 20:33:21 UTC
14166,,Charming Charlie,,,,40422,40756,NA,NA,NA,2015-02-12 20:33:21 UTC,2015-02-12 20:33:21 UTC
14171,Manager,Macy's,,,,,NA,NA,NA,NA,2015-02-12 22:33:46 UTC,2015-02-12 22:33:46 UTC
14171,Leader,Student,,,,,NA,NA,NA,NA,2015-02-12 22:33:46 UTC,2015-02-12 22:33:46 UTC
